Name	Type	Length	%GC	Description 	    
ECs0266	N	390	39.49	BA000007_301422_301811 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0267	N	714	46.22	BA000007_301939_302652 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0268	N	201	42.79	BA000007_302753_302953 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0269	N	294	50.34	BA000007_303072_303365 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0270	N	609	44.33	BA000007_303398_304006 [CDS]	Escherichia coli O157:H7 str. Sakai
thrW	N	513	51.07	BA000007_303808_304320 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0271	N	312	46.15	BA000007_304317_304628 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0272	N	795	48.18	BA000007_304628_305422 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0273	N	594	49.33	BA000007_305422_306015 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0274	N	444	45.05	BA000007_305987_306430 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0275	N	411	49.15	BA000007_306451_306861 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0276	N	555	49.91	BA000007_306891_307445 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0277	N	774	43.15	BA000007_307503_308276 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0278	N	150	28.67	BA000007_308936_309085 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0279	N	744	35.22	BA000007_309100_309843 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0280	N	354	48.02	BA000007_309885_310238 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0281	N	1182	45.09	BA000007_310806_311987 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0282	N	417	35.73	BA000007_311991_312407 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0283	N	618	30.58	BA000007_312380_312997 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0284	N	459	31.81	BA000007_312997_313455 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0285	N	633	28.91	BA000007_313448_314080 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0286	N	591	26.73	BA000007_314111_314701 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0287	N	567	33.86	BA000007_314701_315267 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0288	N	273	49.08	BA000007_315677_315949 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0289	N	552	51.27	BA000007_315955_316506 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0290	N	753	50.07	BA000007_316503_317255 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0291	N	261	56.32	BA000007_318189_318449 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0292	N	558	52.87	BA000007_318446_319003 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0293	N	222	49.55	BA000007_319000_319221 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0294	N	324	55.56	BA000007_319221_319544 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0295	N	2334	52.23	BA000007_319558_321891 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0296	N	957	31.35	BA000007_322024_322980 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0297	N	750	50.80	BA000007_323656_324405 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0298	N	723	49.65	BA000007_324654_325376 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0299	N	279	34.41	BA000007_325543_325821 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0300	N	159	40.25	BA000007_325894_326052 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0301	N	903	53.38	BA000007_326524_327426 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0302	N	1137	53.47	BA000007_327594_328730 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0303	N	1194	57.20	BA000007_328806_329999 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0304	N	81	58.02	BA000007_330119_330199 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0305	N	957	59.98	BA000007_330178_331134 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0306	N	2199	59.53	BA000007_331144_333342 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0307	N	957	61.02	BA000007_333339_334295 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0308	N	690	54.78	BA000007_334292_334981 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0309	N	615	45.20	BA000007_335399_336013 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0310	N	330	50.61	BA000007_336261_336590 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0311	N	756	52.78	BA000007_336903_337658 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0312	N	1644	51.52	BA000007_337582_339225 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0313	N	2526	55.03	BA000007_339215_341740 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0314	N	669	55.01	BA000007_341766_342434 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0315	N	588	52.89	BA000007_342492_343079 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0316	N	591	39.42	BA000007_343154_343744 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0317	N	291	48.11	BA000007_344169_344459 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0318	N	192	45.31	BA000007_344521_344712 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0319	N	264	46.21	BA000007_344922_345185 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0320	N	402	51.24	BA000007_345428_345829 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0321	N	348	58.62	BA000007_345826_346173 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0322	N	1539	58.48	BA000007_346223_347761 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0323	N	1143	44.09	BA000007_348573_349715 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0324	N	921	45.49	BA000007_349950_350870 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0325	N	927	43.80	BA000007_351027_351953 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0326	N	357	38.10	BA000007_352241_352597 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0327	N	576	50.87	BA000007_352790_353365 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0328	N	4254	52.42	BA000007_353931_358184 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0329	N	891	43.43	BA000007_358305_359195 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0330	N	870	42.99	BA000007_359411_360280 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0331	N	594	45.12	BA000007_360440_361033 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0332	N	270	35.93	BA000007_361016_361285 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0333	N	252	35.32	BA000007_361045_361296 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0334	N	1353	45.45	BA000007_361390_362742 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0335	N	855	50.64	BA000007_362941_363795 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0336	N	720	50.56	BA000007_364322_365041 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0337	N	1428	50.07	BA000007_365052_366479 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0338	N	849	51.94	BA000007_366319_367167 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0340	N	213	43.19	BA000007_367122_367334 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0339	N	417	35.01	BA000007_367662_368078 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0341	N	249	49.80	BA000007_368260_368508 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0342	N	1095	42.65	BA000007_368426_369520 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0343	N	762	47.11	BA000007_369562_370323 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0344	N	372	44.35	BA000007_370477_370848 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0345	N	168	48.81	BA000007_371104_371271 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0346	N	159	44.65	BA000007_371601_371759 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0347	N	441	42.40	BA000007_371780_372220 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0348	N	135	25.19	BA000007_372407_372541 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0349	N	1689	57.37	BA000007_373223_374911 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0350	N	1473	58.66	BA000007_374925_376397 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0351	N	588	56.80	BA000007_376411_376998 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0352	N	2034	55.36	BA000007_377127_379160 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0353	N	150	44.00	BA000007_379105_379254 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0354	N	3984	49.75	BA000007_379734_383717 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0355	N	1089	45.82	BA000007_383859_384947 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0356	N	261	47.51	BA000007_384989_385249 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0357	N	711	49.51	BA000007_385210_385920 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0358	N	303	54.46	BA000007_386012_386314 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0359	N	606	46.04	BA000007_386777_387382 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0360	N	864	47.11	BA000007_387422_388285 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0361	N	1548	55.88	BA000007_388275_389822 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0362	N	1419	58.56	BA000007_389822_391240 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0363	N	321	54.83	BA000007_391266_391586 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0364	N	951	56.68	BA000007_391755_392705 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0365	N	1383	56.25	BA000007_392715_394097 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0366	N	987	47.92	BA000007_395057_396043 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0367	N	261	50.96	BA000007_396092_396352 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0368	N	1113	50.85	BA000007_396464_397576 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0369	N	972	50.82	BA000007_397569_398540 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0370	N	957	51.52	BA000007_398537_399493 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0371	N	1050	53.33	BA000007_399580_400629 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0372	N	816	38.97	BA000007_400872_401687 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0373	N	141	48.23	BA000007_402208_402348 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0374	N	672	48.36	BA000007_402365_403036 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0375	N	276	38.77	BA000007_403183_403458 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0376	N	1587	55.26	BA000007_403556_405142 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0377	N	891	56.23	BA000007_405381_406271 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0378	N	1170	55.98	BA000007_406427_407596 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0379	N	1452	56.13	BA000007_407630_409081 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0380	N	1887	58.24	BA000007_409121_411007 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0381	N	1260	54.13	BA000007_411901_413160 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0382	N	1284	53.43	BA000007_413150_414433 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0383	N	900	55.33	BA000007_414566_415465 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0384	N	660	56.97	BA000007_415575_416234 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0385	N	471	52.02	BA000007_416265_416735 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0386	N	1155	58.35	BA000007_416768_417922 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0387	N	612	41.83	BA000007_418025_418636 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0388	N	1254	45.93	BA000007_418702_419955 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0389	N	3075	55.74	BA000007_420007_423081 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0390	N	1083	56.33	BA000007_423204_424286 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0391	N	954	51.78	BA000007_424323_425276 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0392	N	789	47.78	BA000007_425296_426084 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0393	N	948	53.69	BA000007_426187_427134 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0394	N	1665	56.94	BA000007_427211_428875 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0395	N	945	57.25	BA000007_428877_429821 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0396	N	930	54.09	BA000007_429776_430705 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0397	N	810	55.56	BA000007_430715_431524 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0398	N	951	54.68	BA000007_431521_432471 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0399	N	1014	56.51	BA000007_432468_433481 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0400	N	1257	56.96	BA000007_433612_434868 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0401	N	657	48.25	BA000007_434853_435509 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0402	N	834	48.92	BA000007_435634_436467 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0403	N	1110	53.42	BA000007_436560_437669 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0404	N	297	52.86	BA000007_437704_438000 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0405	N	1059	53.45	BA000007_438139_439197 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0406	N	2079	55.65	BA000007_439197_441275 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0407	N	1032	51.16	BA000007_441344_442375 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0408	N	1305	55.48	BA000007_442372_443676 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0409	N	1542	53.70	BA000007_443761_445302 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0410	N	630	53.81	BA000007_445302_445931 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0411	N	963	55.97	BA000007_446234_447196 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0412	N	768	56.38	BA000007_447209_447976 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0413	N	828	58.70	BA000007_447973_448800 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0414	N	852	54.23	BA000007_448797_449648 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0415	N	1008	53.77	BA000007_449755_450762 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0416	N	2943	46.65	BA000007_451255_454197 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0417	N	669	40.36	BA000007_454240_454908 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0418	N	1158	55.18	BA000007_454909_456066 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0419	N	1221	50.86	BA000007_456418_457638 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0420	N	1095	53.24	BA000007_457651_458745 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0421	N	309	52.43	BA000007_458804_459112 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0422	N	345	44.64	BA000007_459240_459584 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0423	N	1095	51.32	BA000007_459608_460702 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0424	N	261	46.36	BA000007_461165_461425 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0425	N	1485	52.53	BA000007_461457_462941 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0426	N	339	47.79	BA000007_463042_463380 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0427	N	1116	53.85	BA000007_463482_464597 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0428	N	810	54.81	BA000007_464614_465423 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0429	N	579	53.54	BA000007_465423_466001 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0430	N	525	52.38	BA000007_466184_466708 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0431	N	192	47.92	BA000007_466758_466949 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0432	N	678	46.61	BA000007_467207_467884 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0433	N	285	51.93	BA000007_467956_468240 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0434	N	282	47.87	BA000007_470382_470663 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0435	N	450	44.89	BA000007_470660_471109 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0437	N	912	51.43	BA000007_471194_472105 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0436	N	1047	54.35	BA000007_472092_473138 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0438	N	1185	50.72	BA000007_473281_474465 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0439	N	3144	54.26	BA000007_474591_477734 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0440	N	1203	53.20	BA000007_477731_478933 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0441	N	690	54.35	BA000007_479123_479812 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0442	N	1296	53.24	BA000007_479870_481165 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0443	N	1320	55.61	BA000007_481572_482891 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0445	N	1374	52.84	BA000007_482967_484340 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0444	N	1818	54.68	BA000007_484496_486313 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0446	N	1446	36.79	BA000007_486501_487946 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0447	N	582	53.44	BA000007_487967_488548 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0448	N	1071	54.15	BA000007_488641_489711 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0449	N	1128	51.42	BA000007_489766_490893 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0450	N	333	49.55	BA000007_490916_491248 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0451	N	1848	53.25	BA000007_491276_493123 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0452	N	972	51.75	BA000007_493134_494105 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0453	N	243	44.86	BA000007_494256_494498 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0454	N	282	45.39	BA000007_494491_494772 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0455	N	348	47.13	BA000007_494860_495207 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0456	N	885	50.40	BA000007_495384_496268 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0457	N	600	47.00	BA000007_496567_497166 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0458	N	450	50.89	BA000007_497257_497706 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0459	N	1104	56.07	BA000007_497710_498813 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0460	N	471	51.80	BA000007_498902_499372 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0461	N	420	53.57	BA000007_499392_499811 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0462	N	978	54.70	BA000007_499889_500866 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0463	N	516	52.91	BA000007_500844_501359 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0464	N	1572	32.51	BA000007_501537_503108 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0465	N	975	53.64	BA000007_503339_504313 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0466	N	1863	53.68	BA000007_504368_506230 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0467	N	900	54.33	BA000007_506255_507154 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0468	N	243	55.56	BA000007_507154_507396 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0469	N	1449	51.83	BA000007_507602_509050 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0470	N	597	56.62	BA000007_509104_509700 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0471	N	912	50.99	BA000007_509657_510568 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0472	N	510	49.61	BA000007_510718_511227 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0473	N	1371	53.03	BA000007_511355_512725 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0474	N	891	53.54	BA000007_512868_513758 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0475	N	330	49.70	BA000007_513770_514099 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0476	N	615	53.50	BA000007_514099_514713 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0477	N	1992	52.76	BA000007_514703_516694 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0478	N	948	50.95	BA000007_516716_517663 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0479	N	1476	54.00	BA000007_518123_519598 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0480	N	681	50.51	BA000007_519642_520322 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0481	N	351	48.15	BA000007_520492_520842 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0482	N	1299	51.04	BA000007_521186_522484 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0483	N	624	50.32	BA000007_522729_523352 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0484	N	1275	51.69	BA000007_523478_524752 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0485	N	2355	52.19	BA000007_524940_527294 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0486	N	273	49.45	BA000007_527503_527775 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0487	N	1872	51.98	BA000007_527967_529838 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0488	N	372	54.57	BA000007_529989_530360 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0489	N	399	45.86	BA000007_530466_530864 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0490	N	696	51.58	BA000007_530916_531611 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0491	N	1701	53.15	BA000007_531676_533376 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0492	N	831	50.90	BA000007_533464_534294 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0493	N	546	49.45	BA000007_534359_534904 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0494	N	1773	53.92	BA000007_534934_536706 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0495	N	1782	56.00	BA000007_536699_538480 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0496	N	339	51.03	BA000007_538661_538999 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0497	N	1287	55.40	BA000007_539029_540315 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0498	N	861	52.38	BA000007_540364_541224 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0499	N	573	54.28	BA000007_541442_542014 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0500	N	390	54.10	BA000007_542047_542436 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0501	N	354	49.72	BA000007_542737_543090 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0502	N	1557	47.91	BA000007_543132_544688 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0503	N	510	46.86	BA000007_544846_545355 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0504	N	552	48.19	BA000007_545432_545983 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0505	N	219	40.64	BA000007_546155_546373 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0506	N	375	40.27	BA000007_546399_546773 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0507	N	3150	53.78	BA000007_547319_550468 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0508	N	1194	54.02	BA000007_550491_551684 [CDS]	Escherichia coli O157:H7 str. Sakai
ffs	N	648	44.91	BA000007_551826_552473 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0509	N	3363	51.89	BA000007_552601_555963 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0510	N	165	48.48	BA000007_556002_556166 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0511	N	528	58.33	BA000007_556180_556707 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0512	N	378	52.38	BA000007_556777_557154 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0513	N	552	53.80	BA000007_557307_557858 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0514	N	1932	57.56	BA000007_557987_559918 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0515	N	330	51.82	BA000007_559971_560300 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0516	N	606	57.26	BA000007_560300_560905 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0517	N	1875	52.75	BA000007_561015_562889 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0518	N	645	52.09	BA000007_563070_563714 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0519	N	963	53.89	BA000007_563846_564808 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0520	N	960	51.77	BA000007_564805_565764 [CDS]	Escherichia coli O157:H7 str. Sakai
ECs0521	N	1305	51.95	BA000007_565916_567220 [CDS]	Escherichia coli O157:H7 str. Sakai
